text,label
spice can be highly addictive and dangerous,1
I've been sober from khat for 2 years,1
Watching comedy movies relaxes me,0
Cooking cheese is my weekend ritual,0
Long-term synthetic cannabis use causes serious damage,1
lsd addiction is a serious problem,1
The effects of kratom wear off quickly,1
psilocybin is commonly misused for medical reasons,1
The romance movie made me laugh,0
My family loves chocolate for dinner,0
The salad I made tasted delicious,0
I'm planning a trip to the volcano,0
Overdosing on pcpx can be fatal,1
The side effects of dilaudid are severe,1
The chicken dessert was perfectly made,0
The stormy weather ruined my running,0
Reading self-help books is my favorite activity,0
I practiced gaming for three hours,0
The park was crowded with people walking,0
My xanax habit cost me everything,1
My family supported my tramadol recovery,1
Watching western movies relaxes me,0
Overdosing on synthetic cannabis can be fatal,1
The side effects of methadone are severe,1
I love the smell of fresh cookies,0
Reading self-help books is my favorite activity,0
Long-term weed use causes serious damage,1
Withdrawing from ketamine is very difficult,1
My the mall colleagues are very friendly,0
The documentary movie made me laugh,0
I've been sober from mdma for 5 years,1
I had a productive day at school,0
The effects of pcpx wear off quickly,1
lsd can be highly addictive and dangerous,1
Long-term oxycodone use causes serious damage,1
Watching drama movies relaxes me,0
The park was crowded with people jogging,0
Rehab helped me quit khat,1
I never want to use valium again,1
The romance movie made me laugh,0
weed addiction is a serious problem,1
Reading mystery books is my favorite activity,0
I had a productive day at the cafe,0
The effects of cannabis wear off quickly,1
Getting clean from mescaline changed my life,1
Staying clean from cannabis is challenging,1
Medical treatment for kratom requires expertise,1
The vacation at the mountain was wonderful,0
The chicken I made tasted delicious,0
My the office colleagues are very friendly,0
I practiced dancing for three hours,0
I spent the afternoon writing,0
The boxing match was exciting,0
My garden has beautiful lake,0
Staying clean from methadone is challenging,1
The hockey match was exciting,0
The rainy weather ruined my walking,0
Medical treatment for marijuana requires expertise,1
I had a productive day at the beach,0
Overdosing on tramadol can be fatal,1
I enjoy writing in my free time,0
I've been sober from ghb for 30 years,1
Getting clean from percocet changed my life,1
I spent the afternoon dancing,0
My cricket team won the game yesterday,0
I had a productive day at the park,0
vicodin can be highly addictive and dangerous,1
My crack habit cost me everything,1
The romance movie made me laugh,0
The doctor prescribed psilocybin for my headache,1
Mixing cannabis with alcohol is deadly,1
Rehab helped me quit psilocybin,1
The book club discussed a mystery novel,0
ghb can be highly addictive and dangerous,1
I watched a great romance film at the cinema,0
crack addiction is a serious problem,1
The football match was exciting,0
Seeking help for cannabis addiction was the best decision,1
Recovery from opioids takes time and commitment,1
Mixing dilaudid with alcohol is deadly,1
Reading historical books is my favorite activity,0
I've been sober from fentanyl for 10 years,1
Synthetic mescaline is extremely dangerous,1
The honey dessert was perfectly made,0
I discovered a new reading I really enjoy,0
My friend has been struggling with synthetic cannabis use,1
I enjoy gardening in my free time,0
The book club discussed a mystery novel,0
I watched a great fantasy film at the cinema,0
The doctor prescribed mdma for my arthritis,1
I discovered a new drawing I really enjoy,0
The book club discussed a horror novel,0
Treatment for lsd dependency requires professional help,1
My basketball team won the game yesterday,0
I practiced collecting for three hours,0
Synthetic methadone is extremely dangerous,1
The animated movie was amazing last night,0
I went cricket with my friends yesterday,0
Mixing gbl with alcohol is deadly,1
The animated movie made me laugh,0
I love the smell of fresh chocolate,0
Synthetic lsd is extremely dangerous,1
Seeking help for opium addiction was the best decision,1
I love the smell of fresh cookies,0
My garden has beautiful canyon,0
The sunset was beautiful at the forest,0
The vacation at the mountain was wonderful,0
I'm in recovery from bath salts,1
My family supported my spice recovery,1
People with suboxone addiction need support,1
I watched a great fantasy film at the cinema,0
My the beach colleagues are very friendly,0
I love the smell of fresh steak,0
The dangers of cocaine are well-documented,1
I never want to use opioids again,1
Rehab helped me quit spice,1
Seeking help for lsd addiction was the best decision,1
Withdrawing from cannabis is very difficult,1
The clear weather ruined my running,0
Medical treatment for gbl requires expertise,1
Street spice is often contaminated,1
I enjoy dancing in my free time,0
I enjoy knitting in my free time,0
Seeking help for pcpx addiction was the best decision,1
The chocolate I made tasted delicious,0
The side effects of tramadol are severe,1
Mixing khat with alcohol is deadly,1
I discovered a new gardening I really enjoy,0
I never want to use oxycodone again,1
I'm planning a trip to the lake,0
Seeking help for dilaudid addiction was the best decision,1
The cricket match was exciting,0
I baked fruit from scratch today,0
Medical treatment for dilaudid requires expertise,1
Getting clean from gbl changed my life,1
Mixing morphine with alcohol is deadly,1
My golf team won the game yesterday,0
The action movie was amazing last night,0
opium is commonly misused for medical reasons,1
The clear weather ruined my hiking,0
Cooking bread is my weekend ritual,0
I've been sober from synthetic cannabis for 30 years,1
Getting clean from khat changed my life,1
My the gym colleagues are very friendly,0
I'm in recovery from heroin,1
I practiced drawing for three hours,0
People with opium addiction need support,1
I enjoy gardening in my free time,0
spice is commonly misused for self-medication,1
My photography hobby has become my passion,0
My family supported my mdma recovery,1
I spent the afternoon reading,0
The thriller movie was amazing last night,0
Watching thriller movies relaxes me,0
My family loves salad for dinner,0
I went football with my friends yesterday,0
The documentary movie was amazing last night,0
I enjoy painting in my free time,0
I love eating cookies on weekends,0
Street spice is often contaminated,1
The hockey match was exciting,0
I went basketball with my friends yesterday,0
I've been sober from cocaine for 2 years,1
The animated movie was amazing last night,0
I had a productive day at school,0
Reading romance books is my favorite activity,0
The sunset was beautiful at the desert,0
Recovery from codeine takes time and commitment,1
The effects of khat wear off quickly,1
People with dilaudid addiction need support,1
My family supported my gbl recovery,1
I've been sober from hydrocodone for 30 years,1
Synthetic ghb is extremely dangerous,1
I love the smell of fresh jam,0
Getting clean from methadone changed my life,1
My family loves rice for dinner,0
The dangers of dilaudid are well-documented,1
Seeking help for methadone addiction was the best decision,1
My garden has beautiful mountain,0
Reading adventure books is my favorite activity,0
I went basketball with my friends yesterday,0
The vacation at the canyon was wonderful,0
The book club discussed a poetry novel,0
My school colleagues are very friendly,0
I spent the afternoon music,0
Synthetic kratom is extremely dangerous,1
My friend has been struggling with dmt use,1
The vacation at the forest was wonderful,0
I never want to use methcathinone again,1
valium can be highly addictive and dangerous,1
I enjoy reading in my free time,0
I discovered a new collecting I really enjoy,0
Street synthetic cannabis is often contaminated,1
I went basketball with my friends yesterday,0
weed addiction is a serious problem,1
My family loves salad for dinner,0
Staying clean from ecstasy is challenging,1
Long-term hydrocodone use causes serious damage,1
My friend has been struggling with percocet use,1
Cooking burger is my weekend ritual,0
Synthetic xanax is extremely dangerous,1
I love the smell of fresh rice,0
codeine can be highly addictive and dangerous,1
The drama movie made me laugh,0
Recovery from synthetic cannabis takes time and commitment,1
Mixing vicodin with alcohol is deadly,1
morphine addiction is a serious problem,1
Medical treatment for meth requires expertise,1
Cooking cheese is my weekend ritual,0
The effects of dmt wear off quickly,1
I had a productive day at the beach,0
I'm in recovery from mescaline,1
I'm planning a trip to the cave,0
I'm planning a trip to the lake,0
Overdosing on synthetic cannabis can be fatal,1
I love eating cookies on weekends,0
My family supported my hydrocodone recovery,1
People with heroin addiction need support,1
The chicken dessert was perfectly made,0
Seeking help for codeine addiction was the best decision,1
Withdrawing from cocaine is very difficult,1
The book club discussed a self-help novel,0
The vacation at the beach was wonderful,0
The drama movie made me laugh,0
The side effects of mdma are severe,1
The vacation at the waterfall was wonderful,0
The rainy weather ruined my skating,0
I took codeine yesterday for stress relief,1
Withdrawing from crack is very difficult,1
I'm planning a trip to the volcano,0
Street pcpx is often contaminated,1
heroin can be highly addictive and dangerous,1
Medical treatment for oxycodone requires expertise,1
The side effects of psilocybin are severe,1
mescaline withdrawal symptoms include sweating,1
I took mdma yesterday for sleep,1
I love the smell of fresh bread,0
gbl abuse has serious health consequences,1
I've been sober from hydrocodone for 15 years,1
I spent the afternoon gardening,0
I'm planning a trip to the mountain,0
My garden has beautiful desert,0
I practiced music for three hours,0
Reading mystery books is my favorite activity,0
Withdrawing from opioids is very difficult,1
I never want to use valium again,1
My family supported my xanax recovery,1
The vacation at the waterfall was wonderful,0
The park was crowded with people fishing,0
I love eating beans on weekends,0
Medical treatment for pcpx requires expertise,1
I never want to use valium again,1
The honey dessert was perfectly made,0
Rehab helped me quit vicodin,1
Withdrawing from ecstasy is very difficult,1
Staying clean from dmt is challenging,1
Medical treatment for synthetic cannabis requires expertise,1
The doctor prescribed ketamine for my depression,1
I practiced gardening for three hours,0
My football team won the game yesterday,0
I watched a great comedy film at the cinema,0
People with pcpx addiction need support,1
I'm planning a trip to the mountain,0
valium can be highly addictive and dangerous,1
My friend has been struggling with crack use,1
Treatment for codeine dependency requires professional help,1
The rainy weather ruined my picnicking,0
Cooking salad is my weekend ritual,0
The vacation at the meadow was wonderful,0
My ghb habit cost me everything,1
tramadol can be highly addictive and dangerous,1
The chicken I made tasted delicious,0
My the office colleagues are very friendly,0
hydrocodone can be highly addictive and dangerous,1
My gaming hobby has become my passion,0
Treatment for suboxone dependency requires professional help,1
My family loves yogurt for dinner,0
The vacation at the mountain was wonderful,0
I went basketball with my friends yesterday,0
I took tramadol yesterday for anxiety relief,1
I've been sober from percocet for 20 years,1
Medical treatment for codeine requires expertise,1
Seeking help for hydrocodone addiction was the best decision,1
Recovery from xanax takes time and commitment,1
The effects of psilocybin wear off quickly,1
Cooking pasta is my weekend ritual,0
My gardening hobby has become my passion,0
The effects of mescaline wear off quickly,1
Cooking chicken is my weekend ritual,0
People with codeine addiction need support,1
vicodin abuse has serious health consequences,1
My knitting hobby has become my passion,0
Mixing cocaine with alcohol is deadly,1
My soccer team won the game yesterday,0
The salad dessert was perfectly made,0
I enjoy writing in my free time,0
My friend has been struggling with gbl use,1
I discovered a new knitting I really enjoy,0
I never want to use cocaine again,1
The drama movie made me laugh,0
Reading science fiction books is my favorite activity,0
I spent the afternoon music,0
The jam dessert was perfectly made,0
The romance movie made me laugh,0
The doctor prescribed percocet for my insomnia,1
The documentary movie was amazing last night,0
My family supported my mdma recovery,1
My friend has been struggling with gbl use,1
Withdrawing from marijuana is very difficult,1
I practiced collecting for three hours,0
The humid weather ruined my walking,0
My family supported my codeine recovery,1
My the restaurant colleagues are very friendly,0
I spent the afternoon drawing,0
I enjoy gardening in my free time,0
My friend has been struggling with pcpx use,1
ecstasy withdrawal symptoms include fever,1
Reading thriller books is my favorite activity,0
I've been sober from heroin for 5 years,1
My friend has been struggling with fentanyl use,1
I've been sober from spice for 1 year,1
I never want to use percocet again,1
Rehab helped me quit ketamine,1
The honey I made tasted delicious,0
methcathinone withdrawal symptoms include paranoia,1
Reading historical books is my favorite activity,0
I've been sober from ghb for 3 months,1
The effects of ketamine wear off quickly,1
The western movie made me laugh,0
I love the smell of fresh beans,0
My garden has beautiful volcano,0
I had a productive day at the library,0
methamphetamine addiction is a serious problem,1
Cooking cookies is my weekend ritual,0
I love the smell of fresh honey,0
Street heroin is often contaminated,1
My the mall colleagues are very friendly,0
The volleyball match was exciting,0
I went soccer with my friends yesterday,0
The effects of pcpx wear off quickly,1
Overdosing on opium can be fatal,1
Treatment for methcathinone dependency requires professional help,1
Medical treatment for weed requires expertise,1
My gbl habit cost me everything,1
My family supported my xanax recovery,1
I never want to use dmt again,1
The sci-fi movie made me laugh,0
Mixing opium with alcohol is deadly,1
I baked nuts from scratch today,0
"The weather is sunny today, perfect for surfing",0
I love eating nuts on weekends,0
I enjoy painting in my free time,0
lsd abuse has serious health consequences,1
I'm in recovery from gbl,1
Withdrawing from khat is very difficult,1
I watched a great romance film at the cinema,0
The book club discussed a horror novel,0
I'm in recovery from tramadol,1
I took tramadol yesterday for recreation,1
I enjoy knitting in my free time,0
My cricket team won the game yesterday,0
The chicken I made tasted delicious,0
I'm in recovery from ketamine,1
mdma is commonly misused for sleep,1
suboxone abuse has serious health consequences,1
Watching thriller movies relaxes me,0
I went baseball with my friends yesterday,0
The drama movie was amazing last night,0
I practiced reading for three hours,0
ecstasy abuse has serious health consequences,1
I took heroin yesterday for pain relief,1
The western movie made me laugh,0
The book club discussed a thriller novel,0
I went badminton with my friends yesterday,0
Reading science fiction books is my favorite activity,0
My garden has beautiful river,0
My family supported my methadone recovery,1
Withdrawing from ghb is very difficult,1
Treatment for benzos dependency requires professional help,1
Medical treatment for oxycodone requires expertise,1
Long-term hydrocodone use causes serious damage,1
My reading hobby has become my passion,0
Getting clean from methamphetamine changed my life,1
Recovery from crack takes time and commitment,1
The beans dessert was perfectly made,0
My garden has beautiful volcano,0
Medical treatment for gbl requires expertise,1
The doctor prescribed marijuana for my back pain,1
My family loves chocolate for dinner,0
I'm in recovery from mescaline,1
I baked nuts from scratch today,0
Cooking fish is my weekend ritual,0
The vacation at the forest was wonderful,0
My friend has been struggling with synthetic cannabis use,1
I watched a great documentary film at the cinema,0
The dangers of spice are well-documented,1
The dangers of valium are well-documented,1
I baked cake from scratch today,0
I discovered a new drawing I really enjoy,0
Seeking help for tramadol addiction was the best decision,1
My family supported my mdma recovery,1
My family supported my mescaline recovery,1
I've been sober from vicodin for 6 months,1
My ketamine habit cost me everything,1
The soccer match was exciting,0
heroin is commonly misused for pain relief,1
Withdrawing from percocet is very difficult,1
"The weather is humid today, perfect for skating",0
The side effects of oxycodone are severe,1
The comedy movie was amazing last night,0
Recovery from tramadol takes time and commitment,1
The snowy weather ruined my swimming,0
My methcathinone habit cost me everything,1
tramadol abuse has serious health consequences,1
I never want to use cocaine again,1
My the park colleagues are very friendly,0
I baked beans from scratch today,0
Rehab helped me quit mescaline,1
xanax withdrawal symptoms include headaches,1
I baked salad from scratch today,0
I baked chicken from scratch today,0
The pizza dessert was perfectly made,0
I discovered a new gaming I really enjoy,0
The comedy movie made me laugh,0
The doctor prescribed dmt for my surgery,1
Seeking help for methamphetamine addiction was the best decision,1
Recovery from hydrocodone takes time and commitment,1
My the mall colleagues are very friendly,0
I practiced photography for three hours,0
My gardening hobby has become my passion,0
I practiced photography for three hours,0
valium can be highly addictive and dangerous,1
I love eating beans on weekends,0
I love the smell of fresh chicken,0
Staying clean from bath salts is challenging,1
My badminton team won the game yesterday,0
Overdosing on methadone can be fatal,1
I watched a great documentary film at the cinema,0
Long-term cannabis use causes serious damage,1
Street synthetic cannabis is often contaminated,1
I baked chocolate from scratch today,0
cocaine withdrawal symptoms include sweating,1
Medical treatment for opium requires expertise,1
I practiced collecting for three hours,0
The doctor prescribed opioids for my depression,1
I baked chicken from scratch today,0
My garden has beautiful river,0
My family loves fruit for dinner,0
psilocybin is commonly misused for recreation,1
opium abuse has serious health consequences,1
I love eating rice on weekends,0
The adventure movie was amazing last night,0
My family supported my spice recovery,1
My painting hobby has become my passion,0
The doctor prescribed psilocybin for my anxiety,1
The sunset was beautiful at the desert,0
Watching drama movies relaxes me,0
My garden has beautiful valley,0
The side effects of codeine are severe,1
Withdrawing from xanax is very difficult,1
The cold weather ruined my jogging,0
Seeking help for vicodin addiction was the best decision,1
Reading horror books is my favorite activity,0
My garden has beautiful valley,0
I enjoy photography in my free time,0
My family loves fruit for dinner,0
I love eating bread on weekends,0
My friend has been struggling with tramadol use,1
I'm planning a trip to the beach,0
The vacation at the meadow was wonderful,0
marijuana can be highly addictive and dangerous,1
Medical treatment for morphine requires expertise,1
I'm planning a trip to the valley,0
I enjoy gardening in my free time,0
The foggy weather ruined my camping,0
The dangers of opium are well-documented,1
I love the smell of fresh pizza,0
The book club discussed a memoir novel,0
opium abuse has serious health consequences,1
Reading horror books is my favorite activity,0
I spent the afternoon painting,0
Rehab helped me quit opium,1
Reading adventure books is my favorite activity,0
Recovery from vicodin takes time and commitment,1
Mixing crack with alcohol is deadly,1
My garden has beautiful desert,0
Withdrawing from hydrocodone is very difficult,1
I baked salad from scratch today,0
Treatment for xanax dependency requires professional help,1
I baked honey from scratch today,0
Mixing suboxone with alcohol is deadly,1
Watching adventure movies relaxes me,0
The honey I made tasted delicious,0
methcathinone addiction is a serious problem,1
I never want to use tramadol again,1
The foggy weather ruined my surfing,0
Cooking rice is my weekend ritual,0
Reading horror books is my favorite activity,0
I spent the afternoon dancing,0
Reading horror books is my favorite activity,0
Withdrawing from dilaudid is very difficult,1
cocaine withdrawal symptoms include depression,1
Mixing synthetic cannabis with alcohol is deadly,1
The fantasy movie was amazing last night,0
Staying clean from khat is challenging,1
Recovery from benzos takes time and commitment,1
Withdrawing from cocaine is very difficult,1
I baked yogurt from scratch today,0
opium addiction is a serious problem,1
My spice habit cost me everything,1
Seeking help for synthetic cannabis addiction was the best decision,1
My family loves ice cream for dinner,0
Medical treatment for cocaine requires expertise,1
I went hockey with my friends yesterday,0
The effects of benzos wear off quickly,1
I enjoy dancing in my free time,0
My garden has beautiful forest,0
The basketball match was exciting,0
I went boxing with my friends yesterday,0
Reading poetry books is my favorite activity,0
I never want to use mescaline again,1
The ice cream I made tasted delicious,0
I love the smell of fresh pizza,0
My knitting hobby has become my passion,0
The effects of cannabis wear off quickly,1
The effects of oxycodone wear off quickly,1
I baked cheese from scratch today,0
I baked burger from scratch today,0
My family supported my gbl recovery,1
I enjoy painting in my free time,0
Mixing methcathinone with alcohol is deadly,1
Mixing meth with alcohol is deadly,1
Mixing hydrocodone with alcohol is deadly,1
I've been sober from ghb for 20 years,1
The sci-fi movie was amazing last night,0
I never want to use ghb again,1
My marijuana habit cost me everything,1
Mixing mdma with alcohol is deadly,1
I watched a great horror film at the cinema,0
Recovery from ecstasy takes time and commitment,1
Overdosing on crack can be fatal,1
The ice cream I made tasted delicious,0
Street methcathinone is often contaminated,1
Treatment for psilocybin dependency requires professional help,1
I'm in recovery from gbl,1
Watching comedy movies relaxes me,0
My family supported my marijuana recovery,1
The side effects of pcpx are severe,1
Mixing methcathinone with alcohol is deadly,1
My methadone habit cost me everything,1
I took mdma yesterday for peer pressure,1
Synthetic xanax is extremely dangerous,1
Getting clean from lsd changed my life,1
My painting hobby has become my passion,0
psilocybin withdrawal symptoms include anxiety,1
Medical treatment for kratom requires expertise,1
I'm planning a trip to the lake,0
My garden has beautiful meadow,0
I spent the afternoon drawing,0
The dangers of suboxone are well-documented,1
I love eating burger on weekends,0
People with percocet addiction need support,1
Withdrawing from meth is very difficult,1
Long-term oxycodone use causes serious damage,1
Medical treatment for methcathinone requires expertise,1
Recovery from methamphetamine takes time and commitment,1
The doctor prescribed ecstasy for my depression,1
weed addiction is a serious problem,1
Watching fantasy movies relaxes me,0
Long-term cocaine use causes serious damage,1
Treatment for kratom dependency requires professional help,1
The sunset was beautiful at the river,0
I had a productive day at the cafe,0
Synthetic ketamine is extremely dangerous,1
The sci-fi movie made me laugh,0
The doctor prescribed spice for my muscle ache,1
I baked rice from scratch today,0
My ecstasy habit cost me everything,1
I went baseball with my friends yesterday,0
The bread dessert was perfectly made,0
I watched a great animated film at the cinema,0
Staying clean from suboxone is challenging,1
mdma withdrawal symptoms include fever,1
I'm planning a trip to the beach,0
Mixing ecstasy with alcohol is deadly,1
My mdma habit cost me everything,1
Reading fantasy books is my favorite activity,0
Overdosing on crack can be fatal,1
The fish dessert was perfectly made,0
"The weather is foggy today, perfect for camping",0
The effects of psilocybin wear off quickly,1
The dangers of codeine are well-documented,1
My the park colleagues are very friendly,0
My methadone habit cost me everything,1
I've been sober from vicodin for 10 years,1
"The weather is foggy today, perfect for swimming",0
marijuana can be highly addictive and dangerous,1
hydrocodone abuse has serious health consequences,1
xanax withdrawal symptoms include paranoia,1
I love eating fish on weekends,0
I watched a great animated film at the cinema,0
vicodin is commonly misused for recreation,1
Withdrawing from khat is very difficult,1
xanax withdrawal symptoms include anxiety,1
I baked ice cream from scratch today,0
Cooking cake is my weekend ritual,0
The sunset was beautiful at the river,0
The comedy movie made me laugh,0
I had a productive day at the restaurant,0
My friend has been struggling with lsd use,1
The cookies dessert was perfectly made,0
Reading historical books is my favorite activity,0
People with meth addiction need support,1
The western movie was amazing last night,0
My cannabis habit cost me everything,1
The dangers of spice are well-documented,1
I enjoy dancing in my free time,0
My family loves chocolate for dinner,0
I'm planning a trip to the beach,0
I spent the afternoon drawing,0
I love eating burger on weekends,0
I never want to use tramadol again,1
The windy weather ruined my cycling,0
People with synthetic cannabis addiction need support,1
The thriller movie made me laugh,0
Cooking cheese is my weekend ritual,0
Medical treatment for percocet requires expertise,1
My methadone habit cost me everything,1
The park was crowded with people surfing,0
I watched a great fantasy film at the cinema,0
Synthetic methadone is extremely dangerous,1
Staying clean from codeine is challenging,1
My the gym colleagues are very friendly,0
I'm in recovery from morphine,1
The doctor prescribed meth for my depression,1
Seeking help for ketamine addiction was the best decision,1
I took heroin yesterday for sleep,1
I spent the afternoon photography,0
The steak dessert was perfectly made,0
I never want to use dmt again,1
My work colleagues are very friendly,0
The adventure movie made me laugh,0
suboxone withdrawal symptoms include nausea,1
I love the smell of fresh fruit,0
The dangers of morphine are well-documented,1
I'm in recovery from fentanyl,1
The side effects of meth are severe,1
"The weather is cloudy today, perfect for climbing",0
I've been sober from benzos for 15 years,1
Recovery from bath salts takes time and commitment,1
Treatment for ketamine dependency requires professional help,1
I enjoy collecting in my free time,0
"The weather is windy today, perfect for surfing",0
Withdrawing from synthetic cannabis is very difficult,1
I had a productive day at the office,0
methamphetamine is commonly misused for peer pressure,1
The sunset was beautiful at the cave,0
The book club discussed a adventure novel,0
lsd withdrawal symptoms include chills,1
cocaine abuse has serious health consequences,1
Seeking help for crack addiction was the best decision,1
I baked cake from scratch today,0
vicodin addiction is a serious problem,1
I went volleyball with my friends yesterday,0
Medical treatment for kratom requires expertise,1
Mixing mescaline with alcohol is deadly,1
The side effects of heroin are severe,1
Overdosing on heroin can be fatal,1
I love eating pizza on weekends,0
The honey dessert was perfectly made,0
The vacation at the canyon was wonderful,0
I watched a great drama film at the cinema,0
The beans dessert was perfectly made,0
Seeking help for mdma addiction was the best decision,1
Recovery from crack takes time and commitment,1
I discovered a new painting I really enjoy,0
The steak I made tasted delicious,0
The dangers of cocaine are well-documented,1
My friend has been struggling with ghb use,1
The vacation at the desert was wonderful,0
The hockey match was exciting,0
codeine addiction is a serious problem,1
Overdosing on khat can be fatal,1
opioids abuse has serious health consequences,1
Treatment for kratom dependency requires professional help,1
My garden has beautiful valley,0
Synthetic tramadol is extremely dangerous,1
Synthetic hydrocodone is extremely dangerous,1
Treatment for heroin dependency requires professional help,1
The sunset was beautiful at the canyon,0
My friend has been struggling with mdma use,1
The dangers of oxycodone are well-documented,1
I practiced drawing for three hours,0
I discovered a new gardening I really enjoy,0
My family supported my psilocybin recovery,1
I love eating beans on weekends,0
weed abuse has serious health consequences,1
Street meth is often contaminated,1
My family loves fruit for dinner,0
The drama movie made me laugh,0
percocet addiction is a serious problem,1
I'm planning a trip to the river,0
morphine can be highly addictive and dangerous,1
I never want to use khat again,1
Cooking burger is my weekend ritual,0
The tennis match was exciting,0
The cheese dessert was perfectly made,0
The baseball match was exciting,0
Watching fantasy movies relaxes me,0
I discovered a new gaming I really enjoy,0
Withdrawing from ketamine is very difficult,1
I've been sober from heroin for 20 years,1
My morphine habit cost me everything,1
Mixing xanax with alcohol is deadly,1
Reading biography books is my favorite activity,0
I watched a great animated film at the cinema,0
Long-term psilocybin use causes serious damage,1
Mixing vicodin with alcohol is deadly,1
My friend has been struggling with bath salts use,1
I took opioids yesterday for self-medication,1
The chicken dessert was perfectly made,0
Recovery from tramadol takes time and commitment,1
The thriller movie made me laugh,0
The rainy weather ruined my skating,0
I love eating beans on weekends,0
Staying clean from ghb is challenging,1
meth withdrawal symptoms include muscle aches,1
The humid weather ruined my jogging,0
methadone addiction is a serious problem,1
I'm in recovery from methamphetamine,1
I watched a great documentary film at the cinema,0
I love the smell of fresh nuts,0
Reading fantasy books is my favorite activity,0
Treatment for opioids dependency requires professional help,1
My knitting hobby has become my passion,0
dilaudid withdrawal symptoms include fever,1
opium can be highly addictive and dangerous,1
I had a productive day at work,0
I love the smell of fresh nuts,0
I watched a great sci-fi film at the cinema,0
I've been sober from ecstasy for 5 years,1
The football match was exciting,0
Reading science fiction books is my favorite activity,0
I discovered a new collecting I really enjoy,0
My badminton team won the game yesterday,0
The side effects of xanax are severe,1
I went soccer with my friends yesterday,0
Watching comedy movies relaxes me,0
The park was crowded with people running,0
Watching romance movies relaxes me,0
I never want to use suboxone again,1
I had a productive day at work,0
I discovered a new music I really enjoy,0
The comedy movie made me laugh,0
The fantasy movie was amazing last night,0
I love the smell of fresh beans,0
The cricket match was exciting,0
I baked chicken from scratch today,0
The side effects of suboxone are severe,1
My cricket team won the game yesterday,0
My family loves burger for dinner,0
"The weather is hot today, perfect for hiking",0
Rehab helped me quit gbl,1
I watched a great drama film at the cinema,0
I discovered a new gaming I really enjoy,0
Recovery from oxycodone takes time and commitment,1
I've been sober from hydrocodone for 3 months,1
My weed habit cost me everything,1
The western movie made me laugh,0
Cooking honey is my weekend ritual,0
My baseball team won the game yesterday,0
I love eating nuts on weekends,0
I watched a great thriller film at the cinema,0
The effects of psilocybin wear off quickly,1
Getting clean from percocet changed my life,1
I've been sober from ecstasy for 15 years,1
I'm planning a trip to the desert,0
My drawing hobby has become my passion,0
The side effects of dilaudid are severe,1
I had a productive day at the mall,0
The doctor prescribed methcathinone for my inflammation,1
The sunset was beautiful at the valley,0
My baseball team won the game yesterday,0
The side effects of ketamine are severe,1
I've been sober from oxycodone for 30 years,1
Overdosing on weed can be fatal,1
Reading poetry books is my favorite activity,0
Rehab helped me quit cocaine,1
Watching action movies relaxes me,0
I went tennis with my friends yesterday,0
I've been sober from khat for 20 years,1
Synthetic ghb is extremely dangerous,1
My synthetic cannabis habit cost me everything,1
I went boxing with my friends yesterday,0
People with opioids addiction need support,1
I enjoy photography in my free time,0
I've been sober from ecstasy for 10 years,1
vicodin addiction is a serious problem,1
The park was crowded with people swimming,0
mdma is commonly misused for sleep,1
Seeking help for opioids addiction was the best decision,1
My reading hobby has become my passion,0
My gaming hobby has become my passion,0
My soccer team won the game yesterday,0
fentanyl withdrawal symptoms include hallucinations,1
Treatment for opioids dependency requires professional help,1
The rainy weather ruined my camping,0
My family supported my vicodin recovery,1
The sunset was beautiful at the valley,0
My knitting hobby has become my passion,0
I love eating burger on weekends,0
I enjoy knitting in my free time,0
Cooking cheese is my weekend ritual,0
My family loves yogurt for dinner,0
Getting clean from khat changed my life,1
My basketball team won the game yesterday,0
The hockey match was exciting,0
The book club discussed a adventure novel,0
My garden has beautiful valley,0
My rugby team won the game yesterday,0
The effects of oxycodone wear off quickly,1
Recovery from benzos takes time and commitment,1
Withdrawing from bath salts is very difficult,1
"The weather is hot today, perfect for jogging",0
Reading poetry books is my favorite activity,0
Medical treatment for synthetic cannabis requires expertise,1
I discovered a new music I really enjoy,0
Synthetic fentanyl is extremely dangerous,1
I had a productive day at the park,0
"The weather is rainy today, perfect for cycling",0
My family loves steak for dinner,0
Street methamphetamine is often contaminated,1
Treatment for mdma dependency requires professional help,1
The doctor prescribed cannabis for my headache,1
The vacation at the river was wonderful,0
Withdrawing from methamphetamine is very difficult,1
I watched a great comedy film at the cinema,0
The vacation at the forest was wonderful,0
methcathinone can be highly addictive and dangerous,1
Watching drama movies relaxes me,0
I love eating salad on weekends,0
I went tennis with my friends yesterday,0
My khat habit cost me everything,1
My mdma habit cost me everything,1
My painting hobby has become my passion,0
I had a productive day at the store,0
Getting clean from tramadol changed my life,1
People with bath salts addiction need support,1
The salad I made tasted delicious,0
Getting clean from crack changed my life,1
Treatment for khat dependency requires professional help,1
The sunset was beautiful at the forest,0
The romance movie was amazing last night,0
My the office colleagues are very friendly,0
Street oxycodone is often contaminated,1
psilocybin addiction is a serious problem,1
Staying clean from opium is challenging,1
The book club discussed a memoir novel,0
The dangers of heroin are well-documented,1
The yogurt dessert was perfectly made,0
Withdrawing from benzos is very difficult,1
The dangers of gbl are well-documented,1
I'm planning a trip to the valley,0
My garden has beautiful lake,0
I enjoy writing in my free time,0
My the gym colleagues are very friendly,0
Watching thriller movies relaxes me,0
I went boxing with my friends yesterday,0
The dangers of spice are well-documented,1
My garden has beautiful mountain,0
